Facility GHGRP ID No. / Installation No d'identification du PDGES,Reference Year / Année de référence,Facility Name / Nom de l'installation,Facility Location / Emplacement de l'installation,Facility City or District or Municipality / Ville ou District ou Municipalité de l'installation,Facility Province or Territory / Province ou territoire de l'installation,Facility Postal Code / Code postal de l'installation,Latitude,Longitude,Facility NPRI ID / Numéro d'identification de l'INRP,Facility NAICS Code / Code SCIAN de l'installation,English Facility NAICS Code Description / Description du code SCIAN de l'installation en anglais,French Facility NAICS Code Description / Description du code SCIAN de l'installation en français,Reporting Company Legal Name / Dénomination sociale de la société déclarante,Reporting Company Trade Name / Nom commercial de la société déclarante,Reporting Company CRA Business Number / Numéro d'entreprise ARC de la société déclarante,Reporting Company DUNS Number / Numéro DUNS de la société déclarante,Public Contact Name / Nom du responsable des renseignements au public,Public Contact Position / Poste ou Titre du responsable des renseignements au public,Public Contact Telephone / Numéro de téléphone du responsable des renseignements au public,Public Contact Extension / Poste téléphonique du responsable des renseignements au public,Public Contact Email / Adresse électronique du responsable des renseignements au public,Public Contact Mailing Address / Adresse postale du responsable des renseignements au public,Public Contact City or District or Municipality / Ville ou District ou Municipalité du responsable des renseignements au public,Public Contact Province or Territory / Province ou Territoire du responsable des renseignements au public,Public Contact Postal Code / Code postal du responsable des renseignement au public,Emission Source / Source d'emission,CO2 (tonnes),CH4 (tonnes),CH4 (tonnes CO2e / tonnes éq. CO2),N2O (tonnes),N2O (tonnes CO2e / tonnes éq. CO2),HFC-23 (tonnes),HFC-23 (tonnes CO2e / tonnes éq. CO2),HFC-32 (tonnes),HFC-32 (tonnes CO2e / tonnes éq. CO2),HFC-41 (tonnes),HFC-41 (tonnes CO2e / tonnes éq. CO2),HFC-43-10mee (tonnes),HFC-43-10mee (tonnes CO2e / tonnes éq. CO2),HFC-125 (tonnes),HFC-125 (tonnes CO2e / tonnes éq. CO2),HFC-134 (tonnes),HFC-134 (tonnes CO2e / tonnes éq. CO2),HFC-134a (tonnes),HFC-134a (tonnes CO2e / tonnes éq. CO2),HFC-143 (tonnes),HFC-143 (tonnes CO2e / tonnes éq. CO2),HFC-143a (tonnes),HFC-143a (tonnes CO2e / tonnes éq. CO2),HFC-152a (tonnes),HFC-152a (tonnes CO2e / tonnes éq. CO2),HFC-227ea (tonnes),HFC-227ea (tonnes CO2e / tonnes éq. CO2),HFC-236fa (tonnes),HFC-236fa (tonnes CO2e / tonnes éq. CO2),HFC-245ca (tonnes),HFC-245ca (tonnes CO2e / tonnes éq. CO2),HFC Total (tonnes CO2e / tonnes éq. CO2),CF4 (tonnes),CF4 (tonnes CO2e / tonnes éq. CO2),C2F6 (tonnes),C2F6 (tonnes CO2e / tonnes éq. CO2),C3F8 (tonnes),C3F8 (tonnes CO2e / tonnes éq. CO2),C4F10 (tonnes),C4F10 (tonnes CO2e / tonnes éq. CO2),C4F8 (tonnes),C4F8 (tonnes CO2e / tonnes éq. CO2),C5F12 (tonnes),C5F12 (tonnes CO2e / tonnes éq. CO2),C6F14 (tonnes),C6F14 (tonnes CO2e / tonnes éq. CO2),PFC Total (tonnes CO2e / tonnes éq. CO2),SF6 (tonnes),SF6 (tonnes CO2e / tonnes éq. CO2),Total Emissions from Source (tonnes CO2e) / Émissions totales de la Source (tonnes éq. CO2),Total Facility Emissions (tonnes CO2e) / Émissions totales de l'installation (tonnes éq. CO2),GHGRP Quantification Requirements / Exigences de quantification du PDGES,Emission Factors / Coefficients d'émission,Engineering Estimates / Estimations techniques,Mass Balance / Bilan massique,Monitoring or Direct Measurement / Surveillance ou mesure directe
G10458,2022,Steeprock Sour Gas Plant,,,British Columbia,,55.3007,-120.0284,21451,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Veresen Midstream General Partner Inc.,,818653594,0,Todd Bawol,"Advisor, Environment",7804024500,,TBawol@pembina.com,,HYTHE,Alberta,T0H 2C0,Stationary Fuel Combustion / Combustion stationnaire de combustibles,45941.12399,0.86395,24.1906,0.76996,204.0394,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,46169.35399,68309.83045,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G10458,2022,Steeprock Sour Gas Plant,,,British Columbia,,55.3007,-120.0284,21451,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Veresen Midstream General Partner Inc.,,818653594,0,Todd Bawol,"Advisor, Environment",7804024500,,TBawol@pembina.com,,HYTHE,Alberta,T0H 2C0,Venting / Évacuation,19253.18264,3.786,106.008,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,19359.19064,68309.83045,Not applicable / Sans Objet,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet
G10459,2022,Pearl Street Steam Plant,0 120 Pearl Street,TORONTO,Ontario,M5H 1L2,43.6482,-79.3858,7656,221330,Steam and Air-Conditioning Supply,Production de vapeur et conditionnement de l'air,Enwave Energy Corporation,,121912356,0,Katie Armstrong,Environmental Consultant,9055676100,1558,ksarmstrong@golder.com,6925 Century Avenue,MISSISSAUGA,Ontario,L5N 7K2,Stationary Fuel Combustion / Combustion stationnaire de combustibles,138788.1608,3.204575,89.7281,2.415746,640.17269,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,139518.0616,139518.0616,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G10460,2022,Walton Street Steam Plant,0 95 Walton Street,TORONTO,Ontario,M5G 1H9,43.6576,-79.3854,7657,221330,Steam and Air-Conditioning Supply,Production de vapeur et conditionnement de l'air,Enwave Energy Corporation,,121912356,0,Katie Armstrong,Environmental Consultant,9055676100,1558,ksarmstrong@golder.com,6925 Century Avenue,MISSISSAUGA,Ontario,L5N 7K2,Stationary Fuel Combustion / Combustion stationnaire de combustibles,85528.55745,1.662507,46.550196,1.477668,391.58202,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,85966.68967,85966.68967,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G10461,2022,Gold Bar Wastewater Treatment Plant,10977 50 Street Northwest,Edmonton,Alberta,T6A 2E9,53.5608,-113.4153,5390,221320,Sewage Treatment Facilities,Installations d'épuration des eaux usées,EPCOR Water Services Inc.,,893228742,0,Craig Bonneville,"Director, Edmonton WWTP (Gold Bar)",7804123175,,cbonneville@epcor.com,10977 50 Street Northwest,Edmonton,Alberta,T6A 2E9,Stationary Fuel Combustion / Combustion stationnaire de combustibles,4387,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,4387,45687.93,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G10461,2022,Gold Bar Wastewater Treatment Plant,10977 50 Street Northwest,Edmonton,Alberta,T6A 2E9,53.5608,-113.4153,5390,221320,Sewage Treatment Facilities,Installations d'épuration des eaux usées,EPCOR Water Services Inc.,,893228742,0,Craig Bonneville,"Director, Edmonton WWTP (Gold Bar)",7804123175,,cbonneville@epcor.com,10977 50 Street Northwest,Edmonton,Alberta,T6A 2E9,On-site Transportation / Transport sur le site,1430,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,1430,45687.93,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G10461,2022,Gold Bar Wastewater Treatment Plant,10977 50 Street Northwest,Edmonton,Alberta,T6A 2E9,53.5608,-113.4153,5390,221320,Sewage Treatment Facilities,Installations d'épuration des eaux usées,EPCOR Water Services Inc.,,893228742,0,Craig Bonneville,"Director, Edmonton WWTP (Gold Bar)",7804123175,,cbonneville@epcor.com,10977 50 Street Northwest,Edmonton,Alberta,T6A 2E9,Wastewater / Eaux usées,0,370,10360,111.362,29510.93,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,39870.93,45687.93,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Applicable
G10465,2022,Foster Creek SAGD Bitumen Battery (with Cogen),0,Bonnyville,Alberta,T9N 2J7,55.0696,-110.5361,6627,211141,In-situ oil sands extraction,Extraction in situ de sables bitumineux,Cenovus FCCL Ltd.,Cenovus Energy Inc.,837937366,0,,,,,,,,,,Flaring / Torchage,4604.52438,26.22495,734.2986,0.00856,2.2684,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,5341.09138,3674613.565,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G10465,2022,Foster Creek SAGD Bitumen Battery (with Cogen),0,Bonnyville,Alberta,T9N 2J7,55.0696,-110.5361,6627,211141,In-situ oil sands extraction,Extraction in situ de sables bitumineux,Cenovus FCCL Ltd.,Cenovus Energy Inc.,837937366,0,,,,,,,,,,Leakage / Fuites,34.49478,290.08814,8122.46792,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,8156.9627,3674613.565,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Applicable
G10465,2022,Foster Creek SAGD Bitumen Battery (with Cogen),0,Bonnyville,Alberta,T9N 2J7,55.0696,-110.5361,6627,211141,In-situ oil sands extraction,Extraction in situ de sables bitumineux,Cenovus FCCL Ltd.,Cenovus Energy Inc.,837937366,0,,,,,,,,,,Stationary Fuel Combustion / Combustion stationnaire de combustibles,3639838.34,90.65605,2538.3694,27.36654,7252.1331,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,3649628.843,3674613.565,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G10465,2022,Foster Creek SAGD Bitumen Battery (with Cogen),0,Bonnyville,Alberta,T9N 2J7,55.0696,-110.5361,6627,211141,In-situ oil sands extraction,Extraction in situ de sables bitumineux,Cenovus FCCL Ltd.,Cenovus Energy Inc.,837937366,0,,,,,,,,,,On-site Transportation / Transport sur le site,11003.016,0.468,13.104,0.636,168.54,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,11184.66,3674613.565,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G10465,2022,Foster Creek SAGD Bitumen Battery (with Cogen),0,Bonnyville,Alberta,T9N 2J7,55.0696,-110.5361,6627,211141,In-situ oil sands extraction,Extraction in situ de sables bitumineux,Cenovus FCCL Ltd.,Cenovus Energy Inc.,837937366,0,,,,,,,,,,Venting / Évacuation,9.89467,10.43265,292.1142,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,302.00887,3674613.565,Not applicable / Sans Objet,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet
G10466,2022,Flakeboard Company Limited,657 Baseline Road,Sault Ste Marie,Ontario,P6A 5K6,46.5183,-84.4148,5885,321216,Particle Board and Fibreboard Mills,Usines de panneaux de particules et de fibres,Arauco Canada Limited,Flakeboard St Stephen NB,136508751,249909938,Danielle Arsenault,Environmental Engineer,9053902026,,danielle.arsenault@aecom.com,45 Goderich Road,Hamilton,Ontario,L8E 4W8,Stationary Fuel Combustion / Combustion stationnaire de combustibles,35487,0.699,19.572,0.623,165.095,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,35671.667,37326.9222,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G10466,2022,Flakeboard Company Limited,657 Baseline Road,Sault Ste Marie,Ontario,P6A 5K6,46.5183,-84.4148,5885,321216,Particle Board and Fibreboard Mills,Usines de panneaux de particules et de fibres,Arauco Canada Limited,Flakeboard St Stephen NB,136508751,249909938,Danielle Arsenault,Environmental Engineer,9053902026,,danielle.arsenault@aecom.com,45 Goderich Road,Hamilton,Ontario,L8E 4W8,On-site Transportation / Transport sur le site,1648.46,0.0269,0.7532,0.0228,6.042,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,1655.2552,37326.9222,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G10467,2022,Ford Oakville Assembly Complex,The Canadian Road,Oakville,Ontario,L6J 5C9,43.484,-79.6692,3419,336110,Automobile and Light-Duty Motor Vehicle Manufacturing,Fabrication de voitures et de véhicules automobiles légers,"Ford Motor Company of Canada, Limited",Ford of Canada,892183476,201342458,,,,,,,,,,Stationary Fuel Combustion / Combustion stationnaire de combustibles,67764.113,1.323073,37.046044,1.167919,309.498535,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,68110.65758,68644.58442,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G10467,2022,Ford Oakville Assembly Complex,The Canadian Road,Oakville,Ontario,L6J 5C9,43.484,-79.6692,3419,336110,Automobile and Light-Duty Motor Vehicle Manufacturing,Fabrication de voitures et de véhicules automobiles légers,"Ford Motor Company of Canada, Limited",Ford of Canada,892183476,201342458,,,,,,,,,,On-site Transportation / Transport sur le site,532.46832,0.014498,0.405944,0.003972,1.05258,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,533.926844,68644.58442,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G10468,2022,Musselwhite Mine,979 Alloy Drive,"N/A Concession, Kenora District",Ontario,,52.60389,-90.36806,5656,212220,Gold and Silver Ore Mining,Extraction de minerais d'or et d'argent,GOLDCORP CANADA LTD,,887718682,249803982,Shane Matson,Sustainability and External Relations Manager,8079283224,,musselwhiteenvironmentu@newmont.com,979 Alloy Drive,Thunder Bay,Ontario,P7B 5Z8,Stationary Fuel Combustion / Combustion stationnaire de combustibles,26156.3216,0.5343,14.9604,1.2816,339.624,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,26510.906,42149.16733,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G10468,2022,Musselwhite Mine,979 Alloy Drive,"N/A Concession, Kenora District",Ontario,,52.60389,-90.36806,5656,212220,Gold and Silver Ore Mining,Extraction de minerais d'or et d'argent,GOLDCORP CANADA LTD,,887718682,249803982,Shane Matson,Sustainability and External Relations Manager,8079283224,,musselwhiteenvironmentu@newmont.com,979 Alloy Drive,Thunder Bay,Ontario,P7B 5Z8,Industrial Processes / Procédés industriels,253.3458,,0,,0,,,,,,,,,,,,,0.01576,20.488,,,,,,,,,,,,,20.488,,,,,,,,,,,,,,,0,,0,273.8338,42149.16733,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G10468,2022,Musselwhite Mine,979 Alloy Drive,"N/A Concession, Kenora District",Ontario,,52.60389,-90.36806,5656,212220,Gold and Silver Ore Mining,Extraction de minerais d'or et d'argent,GOLDCORP CANADA LTD,,887718682,249803982,Shane Matson,Sustainability and External Relations Manager,8079283224,,musselwhiteenvironmentu@newmont.com,979 Alloy Drive,Thunder Bay,Ontario,P7B 5Z8,On-site Transportation / Transport sur le site,15298.86822,1.15445,32.3246,0.121129,32.099185,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,15363.29201,42149.16733,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G10468,2022,Musselwhite Mine,979 Alloy Drive,"N/A Concession, Kenora District",Ontario,,52.60389,-90.36806,5656,212220,Gold and Silver Ore Mining,Extraction de minerais d'or et d'argent,GOLDCORP CANADA LTD,,887718682,249803982,Shane Matson,Sustainability and External Relations Manager,8079283224,,musselwhiteenvironmentu@newmont.com,979 Alloy Drive,Thunder Bay,Ontario,P7B 5Z8,Waste / Déchets,0,0.005319,0.148932,0.003723,0.986595,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,1.135527,42149.16733,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G10469,2022,Goreway Power Station,8600 Goreway Drive,Brampton,Ontario,L6T 0A8,43.7465,-79.6799,11659,221112,Fossil-Fuel Electric Power Generation,Production d'électricité à partir de combustibles fossiles,Goreway Station Partnership,,809996549,0,Tim Catherwood,Plant Manager,2895447494,,tcatherwood@capitalpower.com,8600 Goreway Drive,Brampton,Ontario,L6T 0A8,Stationary Fuel Combustion / Combustion stationnaire de combustibles,920666.8068,239.10883,6695.04724,23.92121,6339.12065,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,933700.9747,933735.8722,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G10469,2022,Goreway Power Station,8600 Goreway Drive,Brampton,Ontario,L6T 0A8,43.7465,-79.6799,11659,221112,Fossil-Fuel Electric Power Generation,Production d'électricité à partir de combustibles fossiles,Goreway Station Partnership,,809996549,0,Tim Catherwood,Plant Manager,2895447494,,tcatherwood@capitalpower.com,8600 Goreway Drive,Brampton,Ontario,L6T 0A8,Industrial Processes / Procédés industriels,0,,0,,0,,,0.003402,2.303154,,,,,0.0042,13.314,,,0.000073,0.0949,,,0.000943,4.5264,,,,,,,,,20.238454,,,,,,,,,,,,,,,0,,0,20.238454,933735.8722,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet
G10469,2022,Goreway Power Station,8600 Goreway Drive,Brampton,Ontario,L6T 0A8,43.7465,-79.6799,11659,221112,Fossil-Fuel Electric Power Generation,Production d'électricité à partir de combustibles fossiles,Goreway Station Partnership,,809996549,0,Tim Catherwood,Plant Manager,2895447494,,tcatherwood@capitalpower.com,8600 Goreway Drive,Brampton,Ontario,L6T 0A8,On-site Transportation / Transport sur le site,1.4605,0.00062,0.01736,0.00008,0.0212,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,1.49906,933735.8722,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G10469,2022,Goreway Power Station,8600 Goreway Drive,Brampton,Ontario,L6T 0A8,43.7465,-79.6799,11659,221112,Fossil-Fuel Electric Power Generation,Production d'électricité à partir de combustibles fossiles,Goreway Station Partnership,,809996549,0,Tim Catherwood,Plant Manager,2895447494,,tcatherwood@capitalpower.com,8600 Goreway Drive,Brampton,Ontario,L6T 0A8,Venting / Évacuation,13.16,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,13.16,933735.8722,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet
G10470,2022,Metro Vancouver Waste-to-Energy Facility,5150 Riverbend Dr.,Burnaby,British Columbia,V3N 4V3,49.1866,-122.9785,362,562210,Waste Treatment and Disposal,Traitement et élimination des déchets,Greater Vancouver Sewerage and Drainage District,Metro Vancouver,122662737,247239197,Sarah Wellman,Senior Engineer,6044366764,,sarah.wellman@metrovancouver.org,4515 Central Boulevard,Burnaby,British Columbia,V5H 0C6,On-site Transportation / Transport sur le site,11.22,0.000347,0.009716,0.001192,0.31588,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,11.545596,115736.2231,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Applicable
G10470,2022,Metro Vancouver Waste-to-Energy Facility,5150 Riverbend Dr.,Burnaby,British Columbia,V3N 4V3,49.1866,-122.9785,362,562210,Waste Treatment and Disposal,Traitement et élimination des déchets,Greater Vancouver Sewerage and Drainage District,Metro Vancouver,122662737,247239197,Sarah Wellman,Senior Engineer,6044366764,,sarah.wellman@metrovancouver.org,4515 Central Boulevard,Burnaby,British Columbia,V5H 0C6,Waste / Déchets,113341,2.0775,58.17,8.7755,2325.5075,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,115724.6775,115736.2231,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Applicable
G10471,2022,Green Lane Landfill,38593 Third Line R.R. 7,St. Thomas,Ontario,N5P 3T2,42.8156,-81.3267,11685,562210,Waste Treatment and Disposal,Traitement et élimination des déchets,Green Lane Landfill,Green Lane Landfill,105048664,0,Sara Little,Manager,5196520909,229,sara.little@toronto.ca,38593 Third Line,St. Thomas,Ontario,N5P 3T2,Stationary Fuel Combustion / Combustion stationnaire de combustibles,97.07,0.002,0.056,0.007,1.855,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,98.981,86904.943,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G10471,2022,Green Lane Landfill,38593 Third Line R.R. 7,St. Thomas,Ontario,N5P 3T2,42.8156,-81.3267,11685,562210,Waste Treatment and Disposal,Traitement et élimination des déchets,Green Lane Landfill,Green Lane Landfill,105048664,0,Sara Little,Manager,5196520909,229,sara.little@toronto.ca,38593 Third Line,St. Thomas,Ontario,N5P 3T2,On-site Transportation / Transport sur le site,2965.9,0.171,4.788,0.025,6.625,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,2977.313,86904.943,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G10471,2022,Green Lane Landfill,38593 Third Line R.R. 7,St. Thomas,Ontario,N5P 3T2,42.8156,-81.3267,11685,562210,Waste Treatment and Disposal,Traitement et élimination des déchets,Green Lane Landfill,Green Lane Landfill,105048664,0,Sara Little,Manager,5196520909,229,sara.little@toronto.ca,38593 Third Line,St. Thomas,Ontario,N5P 3T2,Waste / Déchets,0,2991.66,83766.48,0.2346,62.169,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,83828.649,86904.943,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G10472,2022,Johnstown,141 Commerce Drive,Johnstown,Ontario,K0E 1T0,44.7353,-75.4842,11684,325190,Other Basic Organic Chemical Manufacturing,Fabrication d'autres produits chimiques organiques de base,Greenfield Global Inc.,Greenfield Global Inc.,130336852,0,,,,,,,,,,Stationary Fuel Combustion / Combustion stationnaire de combustibles,85292.99,1.661,46.508,1.47,389.55,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,85729.048,85729.048,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G10475,2022,Lloydminster Refinery,5650 52nd Street,Lloydminster,Alberta,T9V 0R7,53.28812,-110.01941,403,324121,Asphalt Paving Mixture and Block Manufacturing,Fabrication de mélanges d'asphaltage et de pavés d'asphalte,Cenovus Energy Inc.,Cenovus,873215610,0,Aaron Rognvaldson,Manager - Air Emissions Management,4035137739,,aaron.rognvaldson@cenovus.com,225 6 Avenue Southwest,Calgary,Alberta,T2P 1N2,Flaring / Torchage,273.36345,0.33807,9.46596,0.00208,0.5512,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,283.38061,89380.50178,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G10475,2022,Lloydminster Refinery,5650 52nd Street,Lloydminster,Alberta,T9V 0R7,53.28812,-110.01941,403,324121,Asphalt Paving Mixture and Block Manufacturing,Fabrication de mélanges d'asphaltage et de pavés d'asphalte,Cenovus Energy Inc.,Cenovus,873215610,0,Aaron Rognvaldson,Manager - Air Emissions Management,4035137739,,aaron.rognvaldson@cenovus.com,225 6 Avenue Southwest,Calgary,Alberta,T2P 1N2,Leakage / Fuites,0.14834,13.87028,388.36784,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,388.51618,89380.50178,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Applicable
G10475,2022,Lloydminster Refinery,5650 52nd Street,Lloydminster,Alberta,T9V 0R7,53.28812,-110.01941,403,324121,Asphalt Paving Mixture and Block Manufacturing,Fabrication de mélanges d'asphaltage et de pavés d'asphalte,Cenovus Energy Inc.,Cenovus,873215610,0,Aaron Rognvaldson,Manager - Air Emissions Management,4035137739,,aaron.rognvaldson@cenovus.com,225 6 Avenue Southwest,Calgary,Alberta,T2P 1N2,Stationary Fuel Combustion / Combustion stationnaire de combustibles,87863.5107,1.689494,47.305832,1.144758,303.36087,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,88214.1774,89380.50178,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G10475,2022,Lloydminster Refinery,5650 52nd Street,Lloydminster,Alberta,T9V 0R7,53.28812,-110.01941,403,324121,Asphalt Paving Mixture and Block Manufacturing,Fabrication de mélanges d'asphaltage et de pavés d'asphalte,Cenovus Energy Inc.,Cenovus,873215610,0,Aaron Rognvaldson,Manager - Air Emissions Management,4035137739,,aaron.rognvaldson@cenovus.com,225 6 Avenue Southwest,Calgary,Alberta,T2P 1N2,On-site Transportation / Transport sur le site,492.13966,0.04376,1.22528,0.00401,1.06265,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,494.42759,89380.50178,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G10476,2022,Rainbow Lake Gas plant,,RAINBOW LAKE,Alberta,T0H 2Y0,58.45067,-119.2384,1439,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Cenovus Energy Inc.,Cenovus,873215610,0,,,,,,,,,,Flaring / Torchage,4347.7774,24.5011,686.0308,0.0085,2.2525,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,5036.0607,43893.25349,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G10476,2022,Rainbow Lake Gas plant,,RAINBOW LAKE,Alberta,T0H 2Y0,58.45067,-119.2384,1439,211110,Oil and gas extraction (except oil sands),Extraction de pétrole et de gaz (à l'exception des sables bitumineux),Cenovus Energy Inc.,Cenovus,873215610,0,,,,,,,,,,Leakage / Fuites,0.551,29.3936,823.0208,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,823.5718,43893.25349,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Applicable
